date,temperature,himidity,luminosity
2022-11-10 15:39:21.693,23.1,,13
2022-11-10 15:39:19.415,23.1,,13
2022-11-10 15:39:17.139,23.2,,13
2022-11-10 15:39:14.860,23.1,,13
2022-11-10 15:39:12.582,23.1,,13
2022-11-10 15:39:10.305,23.1,,13
2022-11-10 15:39:08.029,23.1,,13
2022-11-10 15:39:05.751,23.2,,13
2022-11-10 15:39:03.472,23.1,,13
2022-11-10 15:39:01.196,23.1,,13
2022-11-10 15:38:58.918,23.2,,13
2022-11-10 15:38:56.640,23.1,,13
2022-11-10 15:38:54.363,23.1,,13
2022-11-10 15:38:52.086,23.1,,13
2022-11-10 15:38:49.809,23.2,,13
2022-11-10 15:38:47.530,23.1,,13
2022-11-10 15:38:45.254,23.1,,13
2022-11-10 15:38:42.977,23.1,,13
2022-11-10 15:38:40.699,23.1,,13
2022-11-10 15:38:38.421,23.1,,13
2022-11-10 15:38:36.144,23.1,,13
2022-11-10 15:38:33.866,23.1,,13
2022-11-10 15:38:31.589,23.1,,13
2022-11-10 15:38:29.311,23.1,,14
2022-11-10 15:38:27.034,23.1,,13
2022-11-10 15:38:24.757,23.1,,13
2022-11-10 15:38:22.479,23.1,,13
2022-11-10 15:38:20.201,23.1,,13
2022-11-10 15:38:17.925,23.1,,13
2022-11-10 15:38:15.647,23.1,,13
2022-11-10 15:38:13.369,23.1,,13
2022-11-10 15:38:11.095,23.1,,14
2022-11-10 15:38:08.818,23.1,,13
2022-11-10 15:38:06.540,23.1,,13
2022-11-10 15:38:04.263,23.1,,14
2022-11-10 15:38:01.986,23.1,,13
2022-11-10 15:37:59.708,23.1,,13
2022-11-10 15:37:57.431,23.2,,13
2022-11-10 15:37:55.153,23.1,,13
2022-11-10 15:37:52.875,23.1,,13
2022-11-10 15:37:50.598,23.1,,12
2022-11-10 15:37:48.321,23.1,,13
2022-11-10 15:36:42.897,23.1,,13
2022-11-10 15:36:40.620,23.1,,12
2022-11-10 15:36:38.341,23.1,,13
2022-11-10 15:36:36.065,23.1,,13
2022-11-10 15:36:33.786,23.1,,13
2022-11-10 15:36:31.509,23.1,,13
2022-11-10 15:36:29.233,23.1,,13
2022-11-10 15:36:26.954,23.1,,15
2022-11-10 15:36:24.677,23.1,,16
2022-11-10 15:36:22.400,23.1,,15
2022-11-10 15:36:20.122,23.1,,15
2022-11-10 15:36:17.845,23.1,,15
2022-11-10 15:36:15.568,23.1,,15
2022-11-10 15:36:13.290,23.1,,15
2022-11-10 15:36:11.013,23.1,,15
2022-11-10 15:36:08.734,23.1,,15
2022-11-10 15:36:06.461,23.1,,15
2022-11-10 15:36:04.183,23.1,,13
2022-11-10 15:36:01.906,23.1,,13
2022-11-10 15:35:59.629,23.1,,13
2022-11-10 15:35:57.352,23.1,,13
2022-11-10 15:35:55.074,23.1,,14
2022-11-10 15:35:52.797,23.1,,13
2022-11-10 15:35:50.519,23.1,,13
2022-11-10 15:35:48.241,23.1,,14
2022-11-10 15:35:45.964,23.1,,13
2022-11-10 15:35:43.686,23.1,,13
2022-11-10 15:35:41.410,23.2,,13
2022-11-10 15:35:39.132,23.1,,13
2022-11-10 15:35:36.854,23.1,,13
2022-11-10 15:35:34.577,23.1,,13
2022-11-10 15:35:32.300,23.2,,13
2022-11-10 15:35:30.021,23.2,,14
2022-11-10 15:35:27.745,23.2,,13
2022-11-10 15:35:25.466,23.2,,13
2022-11-10 15:35:23.189,23.2,,13
2022-11-10 15:35:20.912,23.2,,13
2022-11-10 15:35:18.635,23.2,,13
2022-11-10 15:35:16.357,23.2,,13
2022-11-10 15:35:14.080,23.2,,13
2022-11-10 15:35:11.801,23.2,,13
2022-11-10 15:35:09.525,23.2,,13
2022-11-10 15:35:07.247,23.2,,13
2022-11-10 15:35:04.973,23.2,,13
2022-11-10 15:35:02.696,23.2,,12
2022-11-10 15:35:00.419,23.2,,13
2022-11-10 15:34:58.141,23.2,,13
2022-11-10 15:34:55.864,23.2,,12
2022-11-10 15:34:53.587,23.2,,13
2022-11-10 15:34:51.309,23.2,,13
2022-11-10 15:34:49.032,23.2,,13
2022-11-10 15:34:46.753,23.2,,13
2022-11-10 15:34:44.476,23.2,,11
2022-11-10 15:34:42.198,23.2,,11
2022-11-10 15:34:39.922,23.2,,11
2022-11-10 15:34:37.643,23.2,,11
2022-11-10 15:34:35.366,23.2,,11
2022-11-10 15:34:33.090,23.2,,11
2022-11-10 15:34:30.812,23.2,,11
2022-11-10 15:34:28.534,23.2,,11
2022-11-10 15:34:26.256,23.2,,10
2022-11-10 15:34:23.980,23.2,,10
2022-11-10 15:34:21.701,23.2,,10
2022-11-10 15:34:19.425,23.2,,10
2022-11-10 15:34:17.146,23.2,,10
2022-11-10 15:34:14.873,23.2,,12
2022-11-10 15:34:12.595,23.2,,14
2022-11-10 15:34:10.318,23.2,,14
2022-11-10 15:34:08.041,23.2,,14
2022-11-10 15:34:05.764,23.2,,14
2022-11-10 15:34:03.485,23.2,,14
2022-11-10 15:34:01.208,23.2,,14
2022-11-10 15:33:58.932,23.3,,14
2022-11-10 15:33:56.654,23.2,,14
2022-11-10 15:33:54.375,23.2,,13
2022-11-10 15:33:52.099,23.2,,13
2022-11-10 15:33:49.822,23.2,,13
2022-11-10 15:33:47.543,23.2,,12
2022-11-10 15:33:45.267,23.2,,12
2022-11-10 15:33:42.989,23.2,,11
2022-11-10 15:33:40.712,23.2,,11
2022-11-10 15:33:38.433,23.2,,10
2022-11-10 15:33:36.157,23.2,,10
2022-11-10 15:33:33.878,23.2,,10
2022-11-10 15:33:31.602,23.2,,11
2022-11-10 15:33:29.324,23.2,,10
2022-11-10 15:33:27.046,23.2,,10
2022-11-10 15:33:24.770,23.2,,10
2022-11-10 15:33:22.491,23.2,,10
2022-11-10 15:33:20.214,23.2,,10
2022-11-10 15:33:17.941,23.2,,10
2022-11-10 15:33:15.662,23.2,,10
2022-11-10 15:33:13.387,23.1,,10
2022-11-10 15:33:11.108,23.1,,10
2022-11-10 15:33:08.830,23.1,,10
2022-11-10 15:33:06.553,23.1,,10
2022-11-10 15:33:04.275,23.1,,10
2022-11-10 15:33:01.998,23.1,,10
2022-11-10 15:32:59.720,23.1,,10
2022-11-10 15:32:57.443,23.1,,10
2022-11-10 15:32:55.165,23.1,,10
2022-11-10 15:32:52.887,23.1,,10
2022-11-10 15:32:50.611,23.1,,10
2022-11-10 15:32:48.333,23.1,,11
2022-11-10 15:32:46.055,23.1,,11
2022-11-10 15:32:43.777,23.1,,11
2022-11-10 15:32:41.500,23.1,,10
2022-11-10 15:32:39.223,23.1,,10
2022-11-10 15:32:36.946,23.1,,10
2022-11-10 15:32:34.669,23.1,,10
2022-11-10 15:32:32.390,23.1,,10
2022-11-10 15:32:30.114,23.1,,10
2022-11-10 15:32:27.836,23.1,,11
2022-11-10 15:32:25.558,23.1,,11
2022-11-10 15:32:23.280,23.0,,12
2022-11-10 15:32:21.004,23.1,,11
2022-11-10 15:32:18.725,23.0,,11
2022-11-10 15:32:16.448,23.0,,11
2022-11-10 15:32:14.170,23.0,,11
2022-11-10 15:32:11.893,23.0,,11
2022-11-10 15:32:09.619,23.0,,11
2022-11-10 15:32:07.342,23.0,,11
2022-11-10 15:32:05.065,23.0,,11
2022-11-10 15:32:02.787,23.0,,10
2022-11-10 15:32:00.509,23.0,,11
2022-11-10 15:31:58.232,23.0,,11
2022-11-10 15:31:55.955,23.0,,11
2022-11-10 15:31:53.677,23.0,,11
2022-11-10 15:31:51.401,23.0,,11
2022-11-10 15:31:49.124,23.0,,11
2022-11-10 15:31:46.846,23.0,,11
2022-11-10 15:31:44.567,23.0,,12
2022-11-10 15:31:42.290,23.0,,11
2022-11-10 15:31:40.014,23.0,,12
2022-11-10 15:31:37.736,23.1,,11
2022-11-10 15:31:35.458,23.1,,12
2022-11-10 15:31:33.180,23.1,,12
2022-11-10 15:31:30.904,23.0,,12
2022-11-10 15:31:28.625,23.1,,13
2022-11-10 15:31:26.349,23.1,,12
2022-11-10 15:31:24.070,23.1,,12
2022-11-10 15:31:21.793,23.1,,12
2022-11-10 15:31:19.515,23.1,,12
2022-11-10 15:31:17.238,23.1,,12
2022-11-10 15:31:14.961,23.1,,12
2022-11-10 15:31:12.684,23.1,,11
2022-11-10 15:31:10.406,23.1,,12
2022-11-10 15:31:08.129,23.1,,11
2022-11-10 15:31:05.852,23.1,,12
2022-11-10 15:31:03.578,23.1,,12
2022-11-10 15:31:01.301,23.1,,12
